柤徧,柤徧偐側昞婰,廧強昞婰,梄曋斣崋,堒搙,宱搙,揹榖斣崋,俥俙倃斣崋,俤儊乕儖傾僪儗僗,倂倕倐僒僀僩,庬暿,旔擄応強丒旔擄強巜掕庬暿,峖悈,奟曵傟丄搚愇棳媦傃抧妸傝,崅挭,抧恔,捗攇,戝婯柾側壩帠,撪悈斆棓,壩嶳尰徾,懳徾抧嬫,廂梕壜擻恖悢,旔擄帪楢棈愭,旔擄帪楢棈愭揹榖斣崋,旔擄帪楢棈愭乮栭娫丒媥擔乯,旔擄帪楢棈愭乮栭娫丒媥擔乯揹榖斣崋,旛峫
杚嶳彫妛峑,儅僉儎儅僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫娵挰擇挌栚15-25,,33.891445,130.818878,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,257,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
崅惗拞妛峑,僞僇僆僠儏僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫崅曯堦挌栚6-1,,33.888866,130.824493,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,360,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
杚嶳巗柉僙儞僞乕,儅僉儎儅僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫杚嶳巐挌栚1-22,,33.891075,130.8134,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,0,1,,,47,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
杚嶳搶巗柉僙儞僞乕,儅僉儎儅僸僈僔僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫怴愳挰3-25,,33.891369,130.821609,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,0,1,1,1,1,,,40,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
偁傗傔偑媢彫妛峑,傾儎儊僈僆僇僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫戲尒擇挌栚3-1,,33.895519,130.838318,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,322,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
旘敠拞妛峑,僩價僴僞僠儏僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫彫幣堦挌栚8-20,,33.893009,130.835114,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,257,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
戲尒巗柉僙儞僞乕,僒儚儈僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫彫幣擇挌栚1-4,,33.895096,130.835251,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,89,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
嶰榋巗柉僙儞僞乕,僒儞儘僋僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫彫幣嶰挌栚12-2,,33.899742,130.837219,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,56,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
嬨廈岺嬈戝妛,僉儏僂僔儏僂僐僂僊儑僂僟僀僈僋,暉壀導杒嬨廈巗屗敤嬫愬悈挰1-1,,33.89098,130.839508,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,354,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
揤廑帥彫妛峑,僥儞儔僀僕僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫栭媨擇挌栚1-1,,33.886868,130.832825,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,114,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
揤廑帥巗柉僙儞僞乕,僥儞儔僀僕僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫栭媨擇挌栚4-15,,33.885899,130.831558,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,66,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
屗敤崅摍妛峑,僩僶僞僐僂僩僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫栭媨嶰挌栚1-1,,33.884968,130.833542,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,167,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
忊儢扟彫妛峑,僒儎僈僞僯僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫搶忊儢扟挰4-1,,33.877705,130.836517,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,203,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
忊儢扟巗柉僙儞僞乕,僒儎僈僞僯僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫惣忊儢扟挰3-17,,33.877998,130.832855,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,77,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
堦巬彫妛峑,僀僠僄僟僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫堦巬擇挌栚7-1,,33.884922,130.839996,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,108,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
堦巬巗柉僙儞僞乕,僀僠僄僟僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫堦巬堦挌栚8-1,,33.88694,130.839279,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,95,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
戝扟拞妛峑,僆僆僞僯僠儏僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫搶戝扟堦挌栚9-1,,33.879566,130.82962,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,246,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
戝扟彫妛峑,僆僆僞僯僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫悰尨巐挌栚6-1,,33.883591,130.827393,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,272,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
戝扟巗柉僙儞僞乕,僆僆僞僯僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫搶戝扟擇挌栚2-44,,33.879288,130.827286,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,63,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
拞尨彫妛峑,僫僇僶儖僔儑僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫拞尨惣嶰挌栚1-1,,33.893646,130.842728,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,171,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
拞尨拞妛峑,僫僇僶儖僠儏僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫嫬愳擇挌栚6-1,,33.892429,130.844269,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,196,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
拞尨巗柉僙儞僞乕,僫僇僶儖僔儈儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫拞尨惣嶰挌栚2-1,,33.895384,130.84227,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,68,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
傂傃偒崅摍妛峑,僸價僉僐僂僩僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫揤廑帥堦挌栚2-1,,33.890002,130.832271,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,349,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
屗敤岺嬈崅摍妛峑,僩僶僞僐僂僊儑僂僐僂僩僂僈僢僐僂,暉壀導杒嬨廈巗屗敤嬫娵挰嶰挌栚10-1,,33.889323,130.81808,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,1,0,1,1,0,,,626,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
栭媨惵彮擭僙儞僞乕,儓儈儎僙僀僔儑僂僱儞僙儞僞乕,暉壀導杒嬨廈巗屗敤嬫栭媨堦挌栚2-1,,33.885952,130.835898,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,201,屗敤嬫栶強,093-871-1501,屗敤徚杊彁,093-861-0119,
愺惗岞墍乮媽愺惗俀崋岞墍晹暘乯,傾僜僂僐僂僄儞乮僉儏僂傾僜僂僯僑僂僐僂僄儞僽僽儞乯,暉壀導杒嬨廈巗屗敤嬫愺惗擇挌栚2,,33.893391,130.82663,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,1,1,1,1,1,,,,,,,,
搒搰揥朷岞墍乮嶳懁乯,儈儎僐僕儅僥儞儃僂僐僂僄儞儎儅僈儚,暉壀導杒嬨廈巗屗敤嬫杚嶳巐挌栚11�27q嶳屲挌栚1�2,,33.890766,130.809341,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,0,0,1,0,1,0,0,,,,,,,,
杚嶳揥朷岞墍,儅僉儎儅僥儞儃僂僐僂僄儞,暉壀導杒嬨廈巗屗敤嬫杚嶳嶰挌栚1,,33.887337,130.817856,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,1,1,1,1,1,,,,,,,,
娾儢旲岞墍,僀儚僈僴僫僐僂僄儞,暉壀導杒嬨廈巗屗敤嬫暉桍栘堦挌栚20,,33.881958,130.837967,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,1,1,1,1,1,,,,,,,,
拞尨岞墍,僫僇僶儖僐僂僄儞,暉壀導杒嬨廈巗屗敤嬫拞尨搶嶰挌栚12,,33.896606,130.849548,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,1,1,1,1,1,,,,,,,,
栭媨岞墍,儓儈儎僐僂僄儞,暉壀導杒嬨廈巗屗敤嬫堦巬堦挌栚3閶{堦挌栚1�2閶{擇挌栚1,,33.886868,130.835129,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,1,1,1,1,1,,,,,,,,
旤弍偺怷岞墍,價僕儏僣僲儌儕僐僂僄儞,暉壀導杒嬨廈巗屗敤嬫惣忊儢扟挰21�22獢寢鎹倢﹫陹殩�3R墹巐挌栚11,,33.870453,130.827194,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,0,0,1,0,1,1,0,,,,,,,,
拞墰岞墍,僠儏僂僆僂僐僂僄儞,暉壀導杒嬨廈巗屗敤嬫嬥斾梾挰1񒎢審鈨枓J挰8獢寢鎹倢⿲軖殩󴩠瑧q杒嬫忋摓捗巐挌栚1񒎢s擇挌栚6,,33.875332,130.840744,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,1,1,1,1,1,,,,,,,,
搒搰揥朷岞墍乮奀懁乯,儈儎僐僕儅僥儞儃僂僐僂僄儞僂儈僈儚,暉壀導杒嬨廈巗屗敤嬫杚嶳奀娸2,,33.892284,130.806731,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強,1,1,0,1,1,1,1,,,,,,,,
嶗媢彫妛峑,僒僋儔僈僆僇僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫愒嶁擇挌栚21-1,,33.886185,130.909714,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,188,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
嶗媢巗柉僙儞僞乕,僒僋儔僈僆僇僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫忋晉栰屲挌栚6-21,,33.883907,130.906006,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,82,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
晉栰彫妛峑,僩儈僲僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫忢斦挰3-1,,33.881687,130.905594,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,185,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
晉栰拞妛峑,僩儈僲僠儏僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫忢斦挰8-1,,33.880753,130.907043,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,210,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
壓晉栰岞柉娰,僔儌僩儈僲僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫壓晉栰擇挌栚1-32,,33.882114,130.894531,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,6,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
壓晉栰抧堟岎棳僙儞僞乕,僔儌僩儈僲僠僀僉僐僂儕儏僂僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫壓晉栰屲挌栚17-17,,33.878643,130.898132,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,0,1,,,22,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
晉栰巗柉僙儞僞乕,僩儈僲僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫恵夑挰6-23,,33.881641,130.907318,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,91,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
彫憅拞墰彫妛峑,僐僋儔僠儏僂僆僂僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫嶄挰擇挌栚4-1,,33.881824,130.886658,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,188,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
媏椝拞妛峑,僉僋儕儑僂僠儏僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫壓晉栰堦挌栚2-1,,33.882641,130.893906,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,285,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
彫憅拞墰巗柉僙儞僞乕,僐僋儔僠儏僂僆僂僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫嶄挰擇挌栚4-24,,33.882195,130.887314,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,63,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
憤崌曐寬暉巸僙儞僞乕,僜僂僑僂儂働儞僼僋僔僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫攏庁堦挌栚7-1,,33.880219,130.878128,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,0,1,1,,,71,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
彜岺杅堈夛娰,僔儑僂僐僂儃僂僄僉僇僀僇儞,暉壀導杒嬨廈巗彫憅杒嬫屆慏応挰1-35,,33.880157,130.880447,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,102,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
惣彫憅彫妛峑,僯僔僐僋儔僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫忛撪6-1,,33.882851,130.870438,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,205,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
巚塱拞妛峑,僔僄僀僠儏僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫戝栧堦挌栚5-1,,33.885021,130.871124,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,114,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
惗奤妛廗憤崌僙儞僞乕,僔儑僂僈僀僈僋僔儏僂僜僂僑僂僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫戝栧堦挌栚6-43,,33.884224,130.870895,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,44,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
惣彫憅巗柉僙儞僞乕,僯僔僐僋儔僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫戝栧堦挌栚5-2,,33.886181,130.871368,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,84,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
拞搰彫妛峑,僫僇僔儅僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫徍榓挰16-1,,33.874504,130.877487,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,154,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
拞搰巗柉僙儞僞乕,僫僇僔儅僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫徍榓挰16-2,,33.874886,130.877335,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,80,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
婱慏彫妛峑,僉僼僱僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫敀嬧擇挌栚8-1,,33.868294,130.874908,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,223,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
敀嬧拞妛峑,僔儘僈僱僠儏僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫敀嬧堦挌栚13-1,,33.869785,130.875809,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,325,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
墿嬥岞柉娰,僐僈僱僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫墿嬥堦挌栚7-1,,33.871113,130.879303,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,0,0,0,1,0,,,3,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
墿嬥擇挌栚岞柉娰,僐僈僱僯僠儑僂儊僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫墿嬥擇挌栚6-1,,33.868748,130.878937,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,1,0,0,1,0,,,22,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
婱慏抧堟岎棳僙儞僞乕,僉僼僱僠僀僉僐僂儕儏僂僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫搶幝嶈堦挌栚20-8,,33.86644,130.876389,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,27,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
婱慏巗柉僙儞僞乕,僉僼僱僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫敀嬧堦挌栚5-8,,33.871239,130.876968,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,95,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
懌棫彫妛峑,傾僟僠僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫塅嵅挰堦挌栚6-7,,33.877956,130.89035,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,171,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
懌棫拞妛峑,傾僟僠僠儏僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫攱嶈挰3-1,,33.875648,130.885651,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,228,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
懌棫巗柉僙儞僞乕,傾僟僠僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫塅嵅挰堦挌栚8-15,,33.876972,130.891464,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,55,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
柖媢彫妛峑,僉儕僈僆僇僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫柖儢媢堦挌栚12-1,,33.855495,130.896774,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,1,0,1,1,0,,,171,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
柖媢巗柉僙儞僞乕,僉儕僈僆僇僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫崟尨擇挌栚30-30,,33.860695,130.898727,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,81,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
懌尨彫妛峑,傾僔僴儔僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫懌尨擇挌栚8-1,,33.864552,130.89653,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,209,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
柖媢拞妛峑,僉儕僈僆僇僠儏僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫崟尨嶰挌栚17-1,,33.861248,130.896622,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,205,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
崟廧挰岞柉娰,僋儘僘儈僠儑僂僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫崟廧挰25-6,,33.862015,130.892853,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,1,0,0,1,0,,,14,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
懌尨巗柉僙儞僞乕,傾僔僴儔僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫懌尨擇挌栚8-3,,33.864845,130.896927,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,102,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
庻嶳彫妛峑,僕儏僓儞僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫戝敥嶰挌栚10-1,,33.870922,130.899811,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,223,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
塅嵅挰岞柉娰,僂僒儅僠僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫恄妜擇挌栚2-8,,33.874207,130.8936,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,0,0,0,1,0,,,6,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
庻嶳岞柉娰,僕儏僓儞僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫戝敥堦挌栚4-17,,33.873356,130.896286,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,35,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
庻嶳巗柉僙儞僞乕,僕儏僓儞僔儈儞僙儞僞乕,暉壀導杒嬨廈巗彫憅杒嬫戝敥嶰挌栚10-2,,33.871368,130.900223,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,71,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
嶰榊娵彫妛峑,僒僽儘僂儅儖僔儑僂僈僢僐僂,暉壀導杒嬨廈巗彫憅杒嬫嶰榊娵嶰挌栚13-1,,33.867599,130.888779,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,1,1,1,1,1,1,1,,,223,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
摨巙捠岞柉娰,僪僆僔僪僆儕僐僂儈儞僇儞,暉壀導杒嬨廈巗彫憅杒嬫孎杮擇挌栚2-16,,33.870567,130.892761,,,,,旔擄応強丒旔擄強,巜掕嬞媫旔擄応強寭巜掕旔擄強,0,0,0,0,0,1,0,,,28,彫憅杒嬫栶強,093-582-3301,彫憅杒徚杊彁,093-582-0119,
