"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"枯木南会館","大阪市東住吉区矢田7-6-36","かれきみなみかいかん","会館・ホール","地域集会施設","","","","","","","","135.5289","34.5956000000003","地域集会施設"
"公園南会館","大阪市東住吉区公園南矢田2-2-21","こうえんみなみかいかん","会館・ホール","地域集会施設","06-6607-3745","","","","","","","135.5232","34.6047000000003","地域集会施設"
"東住吉区南部文化・コミュニティセンター","大阪市東住吉区公園南矢田3-18-8","ひがしすみよしくなんぶぶんか・こみゅにてぃせんたー","会館・ホール","地域集会施設","06-6608-0038","","","","","","","135.5256","34.5998000000003","地域集会施設"
"今林会館","大阪市東住吉区今林2-24-23","いまばやしかいかん","会館・ホール","地域集会施設","06-6757-0455","","","","","","","135.5439","34.6389000000003","地域集会施設"
"杭全会館","大阪市東住吉区杭全6-8-27","くまたかいかん","会館・ホール","地域集会施設","06-6714-8215","","","","","","","135.539","34.6356000000003","地域集会施設"
"中町会会館","大阪市東住吉区杭全7-14-7","なかちょうかいかいかん","会館・ホール","地域集会施設","","","","","","","","135.54","34.6320000000003","地域集会施設"
"今川会館","大阪市東住吉区今川2-14-5","いまがわかいかん","会館・ホール","地域集会施設","","","","","","","","135.5399","34.6299000000002","地域集会施設"
"南百済北会館","大阪市東住吉区中野3-1-7","みなみくだらきたかいかん","会館・ホール","地域集会施設","06-6706-6770","","","","","","","135.5375","34.6215000000003","地域集会施設"
"砂子会館","大阪市東住吉区針中野1-9-4","すなごかいかん","会館・ホール","地域集会施設","","","","","","","","135.5335","34.6208000000003","地域集会施設"
"山邑会館","大阪市東住吉区公園南矢田3-10-30","やまむらかいかん","会館・ホール","地域集会施設","06-6697-9918","","","","","","","135.524","34.6012000000003","地域集会施設"
"枯木会館","大阪市東住吉区公園南矢田4-22-10","かれきかいかん","会館・ホール","地域集会施設","06-6697-9936","","","","","","","135.5253","34.5979000000003","地域集会施設"
"住道会館","大阪市東住吉区住道矢田2-6-17","すんじかいかん","会館・ホール","地域集会施設","","","","","","","","135.5378","34.6020000000003","地域集会施設"
"深江憩の家","大阪市東成区深江南3-18-5","ふかえいこいのいえ","会館・ホール","地域集会施設","06-6977-1909","","","","","","","135.5598","34.6688800000002","地域集会施設"
"宝栄会館","大阪市東成区深江北1-5-23","ほうえいかいかん","会館・ホール","地域集会施設","06-6977-1911","","","","","","","135.55625","34.6776530000002","地域集会施設"
"今里公民館","大阪市東成区大今里3-2-16","いまざとこうみんかん","会館・ホール","地域集会施設","06-6977-1903","","","","","","","135.5458698","34.6706424100003","地域集会施設"
"神路憩の家","大阪市東成区大今里4-9-16","かみじいこいのいえ","会館・ホール","地域集会施設","06-6976-5962","","","","","","","135.54863","34.6699900000002","地域集会施設"
"南中本公園地域集会所","大阪市東成区大今里西1-10-2","みなみなかもとこうえんちいきしゅうかいしょ","会館・ホール","地域集会施設","06-6973-0069","","","","","","","135.5422107","34.6742809000003","地域集会施設"
"大成地域集会所・大成憩の家","大阪市東成区大今里西2-15-1","たいせいちいきしゅうかいしょ・たいせいいこいのいえ","会館・ホール","地域集会施設","06-6977-1902","","","","","","","135.5393493","34.6683019000003","地域集会施設"
"片江地域集会所","大阪市東成区大今里南3-11-24","かたえちいきしゅうかいしょ","会館・ホール","地域集会施設","06-6977-7060","","","","","","","135.5493921","34.6661215000003","地域集会施設"
"北中道会館","大阪市東成区中道4-4-26","きたなかみちかいかん","会館・ホール","地域集会施設","06-6977-2150","","","","","","","135.5375693","34.6766970000003","地域集会施設"
"北中道老人憩の家","大阪市東成区中道4-5-15","きたなかみちろうじんいこいのいえ","会館・ホール","地域集会施設","06-6977-1905","","","","","","","135.5371031","34.6768640000003","地域集会施設"
"中道憩いの家","大阪市東成区東小橋1-1-13","なかみちいこいのいえ","会館・ホール","地域集会施設","06-6977-1904","","","","","","","135.5338455","34.6736998000003","地域集会施設"
"東小橋地域集会所・東小橋老人憩の家","大阪市東成区東小橋2-1-30","ひがしおばせちいきしゅうかいしょ・ひがしおばせろうじんいこいのいえ","会館・ホール","地域集会施設","06-6977-1901","","","","","","","135.5328282","34.6696080000003","地域集会施設"
"東中本憩の家","大阪市東成区東中本2-16-16","ひがしなかもといこいのいえ","会館・ホール","地域集会施設","06-6977-1907","","","","","","","135.5462828","34.6777915700002","地域集会施設"
"東中本公園地域集会所","大阪市東成区東中本3-15-37","ひがしなかもとこうえんちいきしゅうかいしょ","会館・ホール","地域集会施設","06-6977-1894","","","","","","","135.5448746","34.6764440000002","地域集会施設"
"海老江東コミュニティセンター（海老江東老人憩いの家）","大阪市福島区海老江1-5-20","えびえひがしこみゅにてぃせんたー（えびえひがしろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6458-1178","","","","","","","135.475467000001","34.6966280000004","地域集会施設"
"海老江西老人憩の家","大阪市福島区海老江西6-6-19","えびえにしろうじんいこいのいえ","会館・ホール","地域集会施設","06-6458-0011","","","","","","","135.470312400001","34.6984194700004","地域集会施設"
"福島区民センター（NORBDENCE福島区民センター）","大阪市福島区吉野3-17-23","ふくしまくみんせんたー","会館・ホール","区役所附設会館","06-6468-1771","","https://www.city.osaka.lg.jp/shimin/page/0000016603.html","","https://www.osaka-heartfulweb.jp/030301.html","","","135.473114900001","34.6915256600004","区役所附設会館"
"新家コミュニティセンター（新家老人憩の家）","大阪市福島区吉野4-12-36","しんけこみゅにてぃせんたー（しんけろうじんいこいのいえ）","会館・ホール","地域集会施設","080-8510-2166","","","","","","","135.471161100001","34.6892671000005","地域集会施設"
"吉野コミュニティセンター","大阪市福島区吉野4-3-21","よしのこみゅにてぃせんたー","会館・ホール","地域集会施設","06-6461-7110","","","","","","","135.472241300001","34.6888070500004","地域集会施設"
"吉野老人憩の家","大阪市福島区吉野4-3-21","よしのろうじんいこいのいえ","会館・ホール","地域集会施設","06-6461-7110","","","","","","","135.472348300001","34.6888106400004","地域集会施設"
"玉川コミュニティセンター（玉川老人憩いの家）","大阪市福島区玉川4-5-17","たまがわこみゅにてぃせんたー（たまがわろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6441-3781","","","","","","","135.478632900001","34.6898222000004","地域集会施設"
"鷺洲コミュニティセンター（鷺洲老人憩の家）","大阪市福島区鷺洲2-4-14","さぎすこみゅにてぃせんたー（さぎすろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6451-0303","","","","","","","135.481133100001","34.6970439000004","地域集会施設"
"大開福祉センター","大阪市福島区大開1-19-40","おおひらきふくしせんたー","会館・ホール","その他施設","06-6461-4817","","","","","","","135.471669100001","34.6944610000005","その他施設"
"大開集会所","大阪市福島区大開1-19-40","おおひらきしゅうかいしょ","会館・ホール","地域集会施設","06-6461-4817","","","","","","","135.472101400001","34.6943171600004","地域集会施設"
"福島コミュニティセンター（福島地区老人憩の家）","大阪市福島区福島5-17-23","ふくしまこみゅにてぃせんたー（ふくしまちく ろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6453-3190","","","","","","","135.484522000001","34.6957392000004","地域集会施設"
"上福島コミュニティセンター（上福島老人憩の家）","大阪市福島区福島8-12-7","かみふくしまこみゅにてぃせんたー（かみふくしまろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6451-5018","","","","","","","135.482446900001","34.6965280000004","地域集会施設"
"野田コミュニティセンター","大阪市福島区野田5-9-8","のだこみゅにてぃせんたー","会館・ホール","地域集会施設","06-6468-9610","","","","","","","135.473850000001","34.6852600000005","地域集会施設"
"野田コミュニティセンター（野田老人憩の家）","大阪市福島区野田5-9-8","のだこみゅにてぃせんたー（のだろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6468-9610","","","","","","","135.473817000001","34.6851830000005","地域集会施設"
"西淀川区民ホール","大阪市西淀川区御幣島3-13-3","にしよどがわくみんほーる","会館・ホール","区役所附設会館","06-6472-6000","06-6472-4006","https://www.osakacommunity.jp/nishiyodogawa-hall/","","館内使用用車いす貸出あり・補助犬歓迎・エレベーター無","区民向け講座・イベントの実施や会議室・ホールの貸出を行っている。（※ホームページでは、近藤技研工業 西淀川区民ホールとなっているが、ネーミングライツの期限があるため、「西淀川区民ホール」としている。）","","135.458321400001","34.7180979800005","区役所附設会館"
"西淀川区民会館（エルモ西淀川）","大阪市西淀川区大和田2-5-7","にしよどがわくみんかいかん（えるもにしよどがわ）","会館・ホール","区役所附設会館","06-6471-9217","06-6471-6694","https://www.osakacommunity.jp/nishiyodogawa-kaikan/","","館内使用用車いす貸出あり・補助犬歓迎・エレベーター無（２階に会議室・ホール等無しのため市民の方の２階利用も無し）","区民向け講座・イベントの実施や会議室・ホールの貸出を行っている。","","135.442531500001","34.7030597600006","区役所附設会館"
"三軒家西会館","大阪市大正区三軒家西1-7-5","さんげんやにしかいかん","会館・ホール","地域集会施設","06-6555-0185","","","","","","","135.476575300001","34.6666221000004","地域集会施設"
"平尾第２老人憩の家（沖縄会館）","大阪市大正区平尾5-1-19","ひらおだいにろうじんいこいのいえ（おきなわかいかん）","会館・ホール","地域集会施設","","","","","","","","135.472347600001","34.6403962600005","地域集会施設"
"大正地区文化交流プラザ","大阪市大正区小林東3-3-25","たいしょうちくぶんかこうりゅうぷらざ","会館・ホール","その他施設","06-6552-9713","06-6552-9715","https://www.oud.co.jp/azalea/","","","","","135.472294200001","34.6474670600005","その他施設"
"泉尾東福祉会館","大阪市大正区千島2-2-8","いずおひがしふくしかいかん","会館・ホール","地域集会施設","06-6555-5293","","","","","","","135.473086000001","34.6527329000004","地域集会施設"
"大正会館","大阪市大正区千島2-6-15","たいしょうかいかん","会館・ホール","区役所附設会館","06-6553-5511","06-6554-7878","","","https://www.osaka-heartfulweb.jp/080301.html","","","135.472220000001","34.6507008700004","区役所附設会館"
"大正区民ホール","大阪市大正区千島2-7-95","たいしょうくみんほーる","会館・ホール","区役所附設会館","06-4394-9734","06-6553-1981","https://www.city.osaka.lg.jp/taisho/page/0000382297.html","","","","","135.472988300001","34.6502502700004","区役所附設会館"
"中泉尾福祉会館（もと中泉尾老人憩の家）","大阪市大正区泉尾4-18-5","なかいずおふくしかいかん（もとなかいずおろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6554-6788","","","","","","","135.470642400001","34.6567300100004","地域集会施設"
"泉尾北会館","大阪市大正区泉尾北2-13-20","いずおきたかいかん","会館・ホール","地域集会施設","","","","","","","","135.473557400001","34.6604061500004","地域集会施設"
"平尾会館（もと平尾老人憩の家）","大阪市大正区平尾2-23-2","ひらおかいかん（もとひらおろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6553-4265","","","","","","","135.473926400001","34.6418819900004","地域集会施設"
"北恩加島会館（もと北恩加島老人憩の家）","大阪市大正区北村1-15-11","きたおかじまかいかん（もときたおかじまろうじんいこいのいえ）","会館・ホール","地域集会施設","06-6553-9551","","","","","","","135.467910000001","34.6512700000005","地域集会施設"
"三軒家東福祉会館","大阪市大正区三軒家東2-5-17","さんげんやひがしふくしかいかん","会館・ホール","地域集会施設","06-6553-0400","","","","","","","135.479219000001","34.6618501000004","地域集会施設"
"アクティブ中泉尾会館","大阪市大正区泉尾4-21-4","あくてぃぶなかいずおかいかん","会館・ホール","地域集会施設","06-6554-6788","","","","","","","135.470069000001","34.6568721000005","地域集会施設"
"北恩加島会館","大阪市大正区北村1-15-11","きたおかじまかいかん","会館・ホール","地域集会施設","06-6551-5932","","","","","","","135.467734300001","34.6512882400005","地域集会施設"
"北恩加島泉尾浜公園集会所","大阪市大正区泉尾7-17-7","きたおかじまいずおはまこうえんしゅうかいしょ","会館・ホール","地域集会施設","06-6554-9880","","","","","","","135.465707900001","34.6546080000005","地域集会施設"
"小林公園集会所（小林会館）","大阪市大正区小林東2-6-45","こばやしこうえんしゅうかいしょ（こばやしかいかん）","会館・ホール","地域集会施設","06-7892-5391","","","","","","","135.474436200001","34.6431971000004","地域集会施設"
"平尾公園会館","大阪市大正区平尾2-22-15","ひらおこうえんかいかん","会館・ホール","地域集会施設","","","","","","","","135.473528000001","34.6404060000004","地域集会施設"
"南恩加島会館","大阪市大正区南恩加島2-7-17","みなみおかじまかいかん","会館・ホール","地域集会施設","","","","","","","","135.469577900001","34.6378861000005","地域集会施設"
"平尾会館","大阪市大正区平尾2-23-2","ひらおかいかん","会館・ホール","地域集会施設","06-6553-4265","","","","","","","135.473642200001","34.6419825200005","地域集会施設"
"鶴町第2福祉会館","大阪市大正区鶴町3-2-16","つるまちだいにふくしかいかん","会館・ホール","地域集会施設","06-6555-6750","","","","","","","135.456175200001","34.6402061000005","地域集会施設"
"南恩加島公園集会所","大阪市大正区南恩加島1-13-38","みなみおかじまこうえんしゅうかいしょ","会館・ホール","地域集会施設","06-6555-6363","","","","","","","135.471977700001","34.6348609000005","地域集会施設"
"鶴町福祉会館","大阪市大正区鶴町2-12-26","つるまちふくしかいかん","会館・ホール","地域集会施設","06-6553-1905","","","","","","","135.454872200001","34.6367889000005","地域集会施設"
"三軒家東第2福祉会館","大阪市大正区三軒家東2-12-27","さんげんやひがしだいにふくしかいかん","会館・ホール","地域集会施設","06-6553-4783","","","","","","","135.479547100001","34.6588860000004","地域集会施設"
"もと小林老人憩の家","大阪市大正区小林西2-6-7","もとこばやしろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.469480000001","34.6434000000005","地域集会施設"
"鶴見区民センター","大阪市鶴見区横堤5-3-15","つるみくみんせんたー","会館・ホール","区役所附設会館","06-6912-3971","06-6912-3900","https://www.osakacommunity.jp/tsurumi-center","","","","","135.57292","34.7042543000002","区役所附設会館"
"陳列館ホール","大阪市鶴見区緑地公園2-163","ちんれつかんほーる","会館・ホール","その他施設","06-6915-3246","06-6915-3246","https://www.tsurumi-ryokuchi.jp/facility/hanahaku.html","","","","","135.5785942","34.7121353100002","その他施設"
"水の館ホール","大阪市鶴見区緑地公園2-163","みずのやかたほーる","会館・ホール","その他施設","06-6915-3246","06-6915-3246","https://www.tsurumi-ryokuchi.jp/facility/hanamizuki.html","","","","","135.5773616","34.7107700400002","その他施設"
"緑会館","大阪市鶴見区緑３－３－３","みどりかいかん","会館・ホール","地域集会施設","06-7507-1018","","","","","地域集会施設","","135.5632003","34.7136888000002","地域集会施設"
"鶴見北公民館","大阪市鶴見区鶴見５－６－３７","つるみきたこうみんかん","会館・ホール","地域集会施設","06-6915-1151","","","","","地域集会施設","","135.5639421","34.7057390000002","地域集会施設"
"鶴見公民館","大阪市鶴見区鶴見２－５－４１","つるみこうみんかん","会館・ホール","地域集会施設","06-6912-5000","","","","","地域集会施設","","135.5636079","34.6994612000002","地域集会施設"
"榎本福祉会館","大阪市鶴見区今津中１－９－３２","えのもとふくしかいかん","会館・ホール","地域集会施設","06-6963-0104","","","","","地域集会施設","","135.5662193","34.6905471000002","地域集会施設"
"放出会館","大阪市鶴見区放出東３－３０－２５","はなてんかいかん","会館・ホール","地域集会施設","","","","","","","","135.5648085","34.6891939000002","地域集会施設"
"今津福祉会館","大阪市鶴見区今津南３－３－１７","いまづふくしかいかん","会館・ホール","地域集会施設","06-6962-7273（今津会館）","","","","","地域集会施設","","135.5759393","34.6895828000002","地域集会施設"
"今津会館","大阪市鶴見区今津中５－５－３２","いまづかいかん","会館・ホール","地域集会施設","06-6962-7273","","","","","地域集会施設","","135.5791611","34.6925189000002","地域集会施設"
"茨田南福祉会館","大阪市鶴見区諸口２－４－３６","まったみなみふくしかいかん","会館・ホール","地域集会施設","06-6913-7200","","","","","地域集会施設","","135.5800915","34.6989948000002","地域集会施設"
"茨田福祉会館","大阪市鶴見区中茶屋１－１－４１","まったふくしかいかん","会館・ホール","地域集会施設","06-6912-5900","","","","","地域集会施設","","135.5854673","34.6997640000002","地域集会施設"
"茨田東福祉会館","大阪市鶴見区茨田大宮４－２６－１","まったひがしふくしかいかん","会館・ホール","地域集会施設","06-6912-8833","","","","","地域集会施設","","135.597639","34.7100720000002","地域集会施設"
"茨田北福祉会館","大阪市鶴見区安田4-2-12","まったきたふくしかいかん","会館・ホール","地域集会施設","06-6913-8119","","","","","地域集会施設","","135.5892692","34.7070169000002","地域集会施設"
"浜公民館","大阪市鶴見区浜４－６－２８","はまこうみんかん","会館・ホール","地域集会施設","","","","","","","","135.5862192","34.7106000000002","地域集会施設"
"茨田西社会福祉会館","大阪市鶴見区横堤５－５－５２","まったにししゃかいふくしかいかん","会館・ホール","地域集会施設","06-6915-3920","","","","","地域集会施設","","135.5737779","34.7048890000002","地域集会施設"
"横堤福祉会館","大阪市鶴見区横堤３－１０－１１","よこづつみふくしかいかん","会館・ホール","地域集会施設","06-7860-3341","","","","","地域集会施設","","135.5733811","34.7030530000002","地域集会施設"
"五条公園会館・老人憩の家","大阪市天王寺区烏ヶ辻2-5-17","ごじょうこうえんかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6774-0090","","","","","","","135.5233003","34.6570310000003","地域集会施設"
"味原会館・老人憩の家","大阪市天王寺区小橋町3-21","あじはらかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6762-7433","","","","","","","135.5255923","34.6665892000003","地域集会施設"
"生魂会館・老人憩の家","大阪市天王寺区上汐3-5-26","いくたまかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6779-1900","","","","","","","135.5172312","34.6641528000003","地域集会施設"
"桃丘会館","大阪市天王寺区上之宮町4-46","ももがおかかいかん","会館・ホール","地域集会施設","06-6779-3800","","","","","","","135.5218187","34.6615501000003","地域集会施設"
"真田山公園会館・老人憩の家","大阪市天王寺区真田山町5-27","さなだやまこうえんかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6764-4207","","","","","","","135.5290358","34.6692442000003","地域集会施設"
"清水谷公園会館・老人憩の家","大阪市天王寺区清水谷町16-35","しみずだにこうえんかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-4304-1103","","","","","","","135.5241","34.6738000000003","地域集会施設"
"天王寺区民センター","大阪市天王寺区生玉寺町7-57","てんのうじくみんせんたー","会館・ホール","区役所附設会館","06-6771-9981","","https://www.osakacommunity.jp/tennoji-center/","","https://www.osaka-heartfulweb.jp/090301.html","","","135.5136896","34.6599361800003","区役所附設会館"
"天王寺連合会館・老人憩の家","大阪市天王寺区大道4-7-17","てんのうじれんごうかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6772-3833","","","","","","","135.5218719","34.6492279000003","地域集会施設"
"桃陽会館・老人憩の家","大阪市天王寺区筆ケ崎町2-35","とうようかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6771-8388","","","","","","","135.5263327","34.6625750000003","地域集会施設"
"大江会館・老人憩の家","大阪市天王寺区六万体町5-25","おおえかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6774-3050","","","","","","","135.514669","34.6579192000003","地域集会施設"
"男女共同参画センター中央館（クレオ大阪中央）","大阪市天王寺区上汐5-6-25","だんじょきょうどうさんかくせんたーちゅうおうかん（くれおおおさかちゅうおう）","会館・ホール","その他施設","06-6770-7200","06-6770-7705","http://www.creo-osaka.or.jp/chuou/","","https://www.osaka-heartfulweb.jp/090711.html","男女共同参画","","135.51554","34.6597609500003","その他施設"
"諏訪会館","大阪市城東区諏訪3-6-15","すわかいかん","会館・ホール","地域集会施設","06-6968-3200","","","","","","","135.5603726","34.6828953000002","地域集会施設"
"中浜集会所","大阪市城東区中浜1-6-13","なかはましゅうかいじょ","会館・ホール","地域集会施設","06-6969-8485","","","","","","","135.5422916","34.6865389000002","地域集会施設"
"東中浜公園集会所","大阪市城東区東中浜5-3-30","ひがしなかはまこうえんしゅうかいじょ","会館・ホール","地域集会施設","06-6969-3316","","","","","","","135.54883","34.6847186000002","地域集会施設"
"城東福祉会館","大阪市城東区鴫野東3-13-7","じょうとうふくしかいかん","会館・ホール","地域集会施設","06-6968-0294","","","","","","","135.5472467","34.6904836900002","地域集会施設"
"鴫野会館","大阪市城東区鴫野西1-18-11","しぎのかいかん","会館・ホール","地域集会施設","06-6961-8923","","","","","","","135.5389714","34.6934388000003","地域集会施設"
"聖賢会館","大阪市城東区今福西3-1-9","せいけんかいかん","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5471308","34.7013904500002","地域集会施設"
"今福会館","大阪市城東区今福南2-17-24","いまふくかいかん","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5527071","34.6982080100002","地域集会施設"
"放出福祉会館","大阪市城東区放出西3-13-1","はなてんふくしかいかん","会館・ホール","地域集会施設","06-6968-7711","","","","","","","135.556849","34.6894651800002","地域集会施設"
"鯰江公園集会所","大阪市城東区今福西6-5-30","なまずえこうえんしゅうかいじょ","会館・ホール","地域集会施設","06-6935-6655","","","","","","","135.5522151","34.7036561300002","地域集会施設"
"鯰江東会館","大阪市城東区今福東1-4-30","なまずえひがしかいかん","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5566219","34.7006561000002","地域集会施設"
"関目福祉会館","大阪市城東区関目6-11-3","せきめふくしかいかん","会館・ホール","地域集会施設","06-6935-8686","","","","","","","135.5519944","34.7133113700002","地域集会施設"
"関目第2福祉会館（地域集会所）","大阪市城東区関目3-14-16","せきめだい2ふくしかいかん（ちいきしゅうかいじょ）","会館・ホール","地域集会施設","06-6935-8686","","","","","","","135.5494722","34.7109459000002","地域集会施設"
"関目東集会所","大阪市城東区関目2-4-21","せきめひがししゅうかいじょ","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5509734","34.7071526300002","地域集会施設"
"すみれ会館","大阪市城東区古市2-1-49","すみれかいかん","会館・ホール","地域集会施設","06-6930-9734（区役所）","","","","","","","135.5546086","34.7093279800002","地域集会施設"
"榎並会館","大阪市城東区野江4-3-27","えなみかいかん","会館・ホール","地域集会施設","06-6932-8264","","http://enami-net.jp/","","","","","135.540052","34.7085360000003","地域集会施設"
"榎並福祉会館","大阪市城東区野江2-11-5","えなみふくしかいかん","会館・ホール","地域集会施設","06-6932-8264（榎並会館内）","","http://enami-net.jp/","","","","","135.537806","34.7046874800003","地域集会施設"
"成育コミュニティホール","大阪市城東区成育1-6-19","せいいくこみゅにてぃほーる","会館・ホール","地域集会施設","06-6930-0256","","","","","","","135.5452162","34.7057558000002","地域集会施設"
"諏訪憩の家","大阪市城東区諏訪3-6-15","すわいこいのいえ","会館・ホール","地域集会施設","06-6968-3200","","","","","","","135.5605431","34.6828787000002","地域集会施設"
"森之宮憩の家","大阪市城東区森之宮2-8-101","もりのみやいこいのいえ","会館・ホール","地域集会施設","06-6967-1124","","","","","","","135.5391438","34.6843332000003","地域集会施設"
"東中浜憩の家","大阪市城東区東中浜5-3-30","ひがしなかはまいこいのいえ","会館・ホール","地域集会施設","06-6969-3316","","","","","","","135.549008","34.6846530000002","地域集会施設"
"鴫野憩いの家","大阪市城東区鴫野西5-17-21","しぎのいこいのいえ","会館・ホール","地域集会施設","06-6930-9857（区役所）","","","","","","","135.5428723","34.6902609000002","地域集会施設"
"聖賢老人憩の家","大阪市城東区新喜多東1-1-25","せいけんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6930-9857（区役所）","","","","","","","135.5465063","34.6964754000002","地域集会施設"
"今福老人憩の家","大阪市城東区今福南4-13-23","いまふくろうじんいこいのいえ","会館・ホール","地域集会施設","06-6933-0057","","","","","","","135.5557986","34.6992307000002","地域集会施設"
"鯰江東憩の家","大阪市城東区今福東2-11-2","なまずえひがしいこいのいえ","会館・ホール","地域集会施設","06-6933-0092","","","","","","","135.5582235","34.7025075900002","地域集会施設"
"関目東老人憩の家","大阪市城東区関目2-18-28","せきめひがしろうじんいこいのいえ","会館・ホール","地域集会施設","06-6930-9857（区役所)","","","","","","","135.5539853","34.7087295600003","地域集会施設"
"菫憩の家","大阪市城東区古市3-1-48","すみれいこいのいえ","会館・ホール","地域集会施設","06-6930-1883","","","","","","","135.5547574","34.7120730300002","地域集会施設"
"榎並老人憩の家","大阪市城東区野江2-11-5","えなみろうじんいこいのいえ","会館・ホール","地域集会施設","06-6932-8264（榎並会館内）","","http://enami-net.jp/","","","","","135.53801","34.7046500000003","地域集会施設"
"敬老いこいの家","大阪市城東区鴫野西1丁目第4児童遊園内","けいろういこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5385833","34.6935278000003","地域集会施設"
"榎並会館老人憩の家","大阪市城東区野江4-3-27","えなみかいかんろうじんいこいのいえ","会館・ホール","地域集会施設","06-6932-8264","","http://enami-net.jp/","","","","","135.5401888","34.7085415000003","地域集会施設"
"勝山会館・老人憩の家","大阪市生野区勝山南1丁目4番4号","かつやまかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6712-3775","","","","","","","135.5286578","34.6543080000003","地域集会施設"
"舎利寺会館・老人憩の家","大阪市生野区勝山南4丁目13番1号","しゃりじかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6712-9100","","","","","","","135.5375282","34.6526579000003","地域集会施設"
"舎利寺中央公園会館","大阪市生野区勝山南4丁目7番18号","しゃりじちゅうおうこうえんかいかん","会館・ホール","地域集会施設","06-6731-3314","","","","","","","135.5398499","34.6525940000003","地域集会施設"
"生野区民センター","大阪市生野区勝山北3-13-30","いくのくみんせんたー","会館・ホール","区役所附設会館","06-6716-3020","06-6716-1797","https://www.city.osaka.lg.jp/shimin/page/0000016633.html","","https://osaka-heartfulweb.jp/facility-info.php?n=241","","","135.5335444","34.6544905100003","区役所附設会館"
"東桃谷福祉会館・老人憩の家","大阪市生野区勝山北3丁目4番32号","ひがしももだにふくしかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6711-5480","","","","","","","135.5345","34.6564000000003","地域集会施設"
"茨福祉会館","大阪市生野区勝山北4丁目5番20号","いばらふくしかいかん","会館・ホール","地域集会施設","","","","","","","","135.5352779","34.6563560000003","地域集会施設"
"鷹合西会館","大阪市東住吉区鷹合3-2-20","たかあいにしかいかん","会館・ホール","地域集会施設","06-6697-3825","","","","","","","135.5281","34.6108000000003","地域集会施設"
"小路会館・老人憩の家","大阪市生野区小路2丁目23番8号","しょうじかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","","","","","","","","135.5558828","34.6600110000002","地域集会施設"
"小路福祉会館","大阪市生野区小路3丁目19番1号","しょうじふくしかいかん","会館・ホール","地域集会施設","","","","","","","","135.5548082","34.6567250000002","地域集会施設"
"東小路会館・老人憩の家","大阪市生野区小路東3丁目7番20号","ひがししょうじかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6752-8434","","","","","","","135.5591282","34.6594029000002","地域集会施設"
"東中川会館・老人憩の家","大阪市生野区新今里2丁目12番35号","ひがしなかがわかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6756-0471","","","","","","","135.5460173","34.6626972000003","地域集会施設"
"西生野会館・老人憩の家","大阪市生野区生野西4丁目4番16号","にしいくのかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6712-2877","","","","","","","135.5294","34.6480000000003","地域集会施設"
"恩貴島集会所","大阪市此花区春日出中2-18-19","おきじましゅうかいしょ","会館・ホール","地域集会施設","","","","","","","","135.449164300001","34.6803471000005","地域集会施設"
"生野会館・老人憩の家","大阪市生野区生野東3丁目10番31号","いくのかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6731-0357","","","","","","","135.535664","34.6508418000003","地域集会施設"
"巽会館・老人憩の家","大阪市生野区巽中2丁目21番31号","たつみかいかん・ろうじんいこいのいえ","会館・ホール","地域集会施設","06-6758-7610","","","","","","","135.5523828","34.6488891000002","地域集会施設"
"巽東会館","大阪市生野区巽東2丁目9番16号","たつみひがしかいかん","会館・ホール","地域集会施設","","","","","","","","135.554061","34.6454360000002","地域集会施設"
